accommodation_type,author,author_type,deal_type,district,finish_type,floor,floors_count,heating_type,house_material_type,house_number,kitchen_meters,living_meters,location,object_type,phone,price,residential_complex,rooms_count,street,total_meters,underground,url,year_of_construction
flat,РиэлтПрофи,real_estate_agent,sale,Советский,-1,4,9,-1,-1,24,"8,9 м²",27 м²,Новосибирск,-1,79137601932,4680000,,2, Шлюзовая,46.1,,https://novosibirsk.cian.ru/sale/flat/326258744/?mlSearchSessionGuid=1ebfd769a166faa848cf6c71baf16a8d,1974
flat,Золотой ключ Плюс,real_estate_agent,sale,Первомайский,-1,1,3,-1,-1,162,7 м²,33 м²,Новосибирск,-1,79137714829,4650000,,2,Первомайская ,55.4,Спортивная,https://novosibirsk.cian.ru/sale/flat/306826842/?mlSearchSessionGuid=1ebfd769a166faa848cf6c71baf16a8d,-1
flat,ПЛАНЕТА на Маркса,real_estate_agent,sale,Ленинский,-1,2,9,-1,-1,29,"8,8 м²",-1,Новосибирск,-1,79130173767,4650000,,2, Невельского,48.6,Студенческая,https://novosibirsk.cian.ru/sale/flat/323961701/?mlSearchSessionGuid=1ebfd769a166faa848cf6c71baf16a8d,1988
flat,Русский фонд Недвижимости,real_estate_agent,sale,Ленинский,-1,4,9,-1,-1,250,"9,4 м²",28 м²,Новосибирск,-1,79137269871,4700000,,2, Титова,55.1,Площадь Маркса,https://novosibirsk.cian.ru/sale/flat/308109249/?mlSearchSessionGuid=1ebfd769a166faa848cf6c71baf16a8d,2014
flat,МакроМир,real_estate_agent,sale,Заельцовский,-1,3,5,-1,-1,16,6 м²,30 м²,Новосибирск,-1,79137406596,4700000,,2,Весенняя ,44.1,Заельцовская,https://novosibirsk.cian.ru/sale/flat/326640136/?mlSearchSessionGuid=1ebfd769a166faa848cf6c71baf16a8d,1964
flat,МакроМир,real_estate_agent,sale,Заельцовский,-1,2,3,-1,-1,4,9 м²,32 м²,Новосибирск,-1,79137068069,4700000,,2,Каунасская ,54.0,Заельцовская,https://novosibirsk.cian.ru/sale/flat/324656500/?mlSearchSessionGuid=1ebfd769a166faa848cf6c71baf16a8d,-1
flat,METRAGE,real_estate_agent,sale,Кировский,-1,12,17,-1,-1,10,8 м²,"30,2 м²",Новосибирск,-1,79139324824,4700000,Матрешкин двор,2, Дмитрия Шмонина,43.2,Студенческая,https://novosibirsk.cian.ru/sale/flat/326678465/?mlSearchSessionGuid=1ebfd769a166faa848cf6c71baf16a8d,-1
flat,ЖИЛФОНД,real_estate_agent,sale,,-1,3,5,-1,-1,81,"5,2 м²","31,1 м²",Новосибирск,-1,79344756684,4700000,,2, Солидарности,44.2,Заельцовская,https://novosibirsk.cian.ru/sale/flat/327133256/?mlSearchSessionGuid=1ebfd769a166faa848cf6c71baf16a8d,1966
flat,Универсал,real_estate_agent,sale,Калининский,-1,2,5,-1,-1,14,8 м²,31 м²,Новосибирск,-1,79130636014,4700000,,2, Богдана Хмельницкого,42.0,Заельцовская,https://novosibirsk.cian.ru/sale/flat/325303872/?mlSearchSessionGuid=1ebfd769a166faa848cf6c71baf16a8d,1961
flat,Центр Недвижимости,real_estate_agent,sale,Советский,-1,1,9,-1,-1,30,10 м²,19 м²,Новосибирск,-1,79833026411,4700000,,2,Ветлужская ,38.0,Студенческая,https://novosibirsk.cian.ru/sale/flat/326943928/?mlSearchSessionGuid=1ebfd769a166faa848cf6c71baf16a8d,1989
flat,ЖИЛФОНД,real_estate_agent,sale,Советский,-1,4,5,-1,-1,12,6 м²,25 м²,Новосибирск,-1,79893051091,4700000,,2, Мусы Джалиля,39.0,,https://novosibirsk.cian.ru/sale/flat/326430576/?mlSearchSessionGuid=1ebfd769a166faa848cf6c71baf16a8d,1968
flat,ЖИЛФОНД,real_estate_agent,sale,Ленинский,-1,7,17,-1,-1,92,15 м²,12 м²,Новосибирск,-1,79861244778,4700000,Радуга Сибири,2, Забалуева,37.0,Площадь Маркса,https://novosibirsk.cian.ru/sale/flat/319797537/?mlSearchSessionGuid=1ebfd769a166faa848cf6c71baf16a8d,2020
flat,ЖИЛФОНД,real_estate_agent,sale,Ленинский,-1,1,9,-1,-1,51,7 м²,"27,2 м²",Новосибирск,-1,79390410867,4700000,,2, Невельского,43.3,Площадь Маркса,https://novosibirsk.cian.ru/sale/flat/326223311/?mlSearchSessionGuid=1ebfd769a166faa848cf6c71baf16a8d,1983
flat,ЖИЛФОНД,real_estate_agent,sale,Октябрьский,-1,1,10,-1,-1,44,"8,1 м²",27 м²,Новосибирск,-1,79365424074,4740000,Плющихинский,2, В. Высоцкого,49.4,Золотая Нива,https://novosibirsk.cian.ru/sale/flat/326758567/?mlSearchSessionGuid=1ebfd769a166faa848cf6c71baf16a8d,2008
flat,ЖИЛФОНД,real_estate_agent,sale,Дзержинский,-1,3,5,-1,-1,23,7 м²,28 м²,Новосибирск,-1,79390412376,4700000,,2,Гусинобродское шоссе,43.7,Золотая Нива,https://novosibirsk.cian.ru/sale/flat/327031358/?mlSearchSessionGuid=1ebfd769a166faa848cf6c71baf16a8d,1975
flat,Владис Центральное,real_estate_agent,sale,Калининский,-1,4,5,-1,-1,65,6 м²,29 м²,Новосибирск,-1,79130134356,4700000,,2, Богдана Хмельницкого,43.0,Заельцовская,https://novosibirsk.cian.ru/sale/flat/326320672/?mlSearchSessionGuid=1ebfd769a166faa848cf6c71baf16a8d,1982
flat,СТАН,real_estate_agent,sale,Кировский,-1,1,3,-1,-1,14а,"10,7 м²",38 м²,Новосибирск,-1,79134736040,4700000,,2, Бурденко,67.2,Площадь Маркса,https://novosibirsk.cian.ru/sale/flat/323297210/?mlSearchSessionGuid=1ebfd769a166faa848cf6c71baf16a8d,1949
flat,Всем Квартиру,real_estate_agent,sale,Октябрьский,-1,1,4,-1,-1,186/3,4 м²,30 м²,Новосибирск,-1,79139182940,4700000,,2, Бориса Богаткова,42.0,Золотая Нива,https://novosibirsk.cian.ru/sale/flat/326895898/?mlSearchSessionGuid=1ebfd769a166faa848cf6c71baf16a8d,1961
flat,Владис Центральное,real_estate_agent,sale,Ленинский,-1,3,9,-1,-1,137/1,"6,7 м²","27,6 м²",Новосибирск,-1,79130134356,4700000,,2,Широкая ,43.0,Площадь Маркса,https://novosibirsk.cian.ru/sale/flat/314710188/?mlSearchSessionGuid=1ebfd769a166faa848cf6c71baf16a8d,1990
flat,PRO Недвижимость,real_estate_agent,sale,Октябрьский,-1,9,10,-1,-1,3,12 м²,36 м²,Новосибирск,-1,79833027992,4700000,Плющихинский,2, Плющихинская,63.5,Золотая Нива,https://novosibirsk.cian.ru/sale/flat/326483486/?mlSearchSessionGuid=1ebfd769a166faa848cf6c71baf16a8d,-1
flat,Жанна Кулешова,realtor,sale,Железнодорожный,-1,1,9,-1,-1,3,31 м²,9 м²,Новосибирск,-1,79137405983,4700000,,2, Прибрежная,52.2,Площадь Гарина-Михайловского,https://novosibirsk.cian.ru/sale/flat/316301035/?mlSearchSessionGuid=1ebfd769a166faa848cf6c71baf16a8d,1990
flat,ЖИЛФОНД,real_estate_agent,sale,Ленинский,-1,3,9,-1,-1,26,6 м²,-1,Новосибирск,-1,79365421754,4750000,Дивногорский,2, Романтиков,39.9,Площадь Маркса,https://novosibirsk.cian.ru/sale/flat/325906868/?mlSearchSessionGuid=1ebfd769a166faa848cf6c71baf16a8d,2023
flat,METRAGE,real_estate_agent,sale,Октябрьский,-1,5,10,-1,-1,41/1,"12,1 м²","33,7 м²",Новосибирск,-1,79132030165,4750000,Плющихинский,2, Татьяны Снежиной,57.6,Золотая Нива,https://novosibirsk.cian.ru/sale/flat/323874339/?mlSearchSessionGuid=1ebfd769a166faa848cf6c71baf16a8d,-1
flat,ЖИЛФОНД,real_estate_agent,sale,Октябрьский,-1,1,10,-1,-1,50,"6,7 м²","26,4 м²",Новосибирск,-1,79390430240,4750000,Плющихинский,2, В. Высоцкого,45.3,Золотая Нива,https://novosibirsk.cian.ru/sale/flat/324258703/?mlSearchSessionGuid=1ebfd769a166faa848cf6c71baf16a8d,2007
flat,ЖИЛФОНД,real_estate_agent,sale,Кировский,-1,3,5,-1,-1,2/2,"6,8 м²","25,9 м²",Новосибирск,-1,79390430479,4750000,,2, Палласа,44.7,Площадь Маркса,https://novosibirsk.cian.ru/sale/flat/326223312/?mlSearchSessionGuid=1ebfd769a166faa848cf6c71baf16a8d,1990
flat,ЖИЛФОНД,real_estate_agent,sale,Заельцовский,-1,2,5,-1,-1,105,"7,3 м²","29,8 м²",Новосибирск,-1,79390417160,4750000,,2,Кубовая ,44.8,Заельцовская,https://novosibirsk.cian.ru/sale/flat/318204161/?mlSearchSessionGuid=1ebfd769a166faa848cf6c71baf16a8d,1977
flat,ЖИЛФОНД,real_estate_agent,sale,Калининский,-1,5,5,-1,-1,35/1,6 м²,28 м²,Новосибирск,-1,79893051368,4750000,,2,Танковая ,45.7,Заельцовская,https://novosibirsk.cian.ru/sale/flat/326983671/?mlSearchSessionGuid=1ebfd769a166faa848cf6c71baf16a8d,1963
flat,ЕВРОДОМ,real_estate_agent,sale,Ленинский,-1,5,5,-1,-1,21/1,"6,6 м²","25,2 м²",Новосибирск,-1,79139181873,4750000,,2,Широкая ,44.0,Площадь Маркса,https://novosibirsk.cian.ru/sale/flat/322512361/?mlSearchSessionGuid=1ebfd769a166faa848cf6c71baf16a8d,-1
flat,СМК-недвижимость,real_estate_agent,sale,Кировский,-1,8,9,-1,-1,14/1,"9,1 м²","26,9 м²",Новосибирск,-1,79137728670,4780000,,2, Петухова,55.3,Площадь Маркса,https://novosibirsk.cian.ru/sale/flat/323065416/?mlSearchSessionGuid=1ebfd769a166faa848cf6c71baf16a8d,-1
flat,Планета Недвижимости -подразделение ООО Лаки,real_estate_agent,sale,Калининский,-1,5,5,-1,-1,14/1,6 м²,29 м²,Новосибирск,-1,79137829701,4750000,,2,Народная ,43.0,Заельцовская,https://novosibirsk.cian.ru/sale/flat/317383000/?mlSearchSessionGuid=1ebfd769a166faa848cf6c71baf16a8d,1973
flat,ЛЕГКОЕ РЕШЕНИЕ,real_estate_agent,sale,Заельцовский,-1,4,5,-1,-1,109,"5,4 м²","26,6 м²",Новосибирск,-1,79137218486,4750000,,2, Жуковского,41.9,Заельцовская,https://novosibirsk.cian.ru/sale/flat/299399076/?mlSearchSessionGuid=1ebfd769a166faa848cf6c71baf16a8d,1963
flat,Дельта,real_estate_agent,sale,Советский,-1,4,10,-1,-1,3,"7,9 м²",33 м²,Новосибирск,-1,79138938412,4800000,,2, Лесосечная,52.9,Речной вокзал,https://novosibirsk.cian.ru/sale/flat/317846927/?mlSearchSessionGuid=1ebfd769a166faa848cf6c71baf16a8d,-1
flat,Планета Недвижимости -подразделение ООО Лаки,real_estate_agent,sale,Кировский,-1,5,5,-1,-1,135а,6 м²,31 м²,Новосибирск,-1,79138955105,4800000,,2, Немировича-Данченко,43.2,Площадь Маркса,https://novosibirsk.cian.ru/sale/flat/326116011/?mlSearchSessionGuid=1ebfd769a166faa848cf6c71baf16a8d,1971
flat,METRAGE,real_estate_agent,sale,Калининский,-1,5,5,-1,-1,3/1,6 м²,"27,9 м²",Новосибирск,-1,79139181752,4800000,,2,Народная ,42.4,Заельцовская,https://novosibirsk.cian.ru/sale/flat/326715448/?mlSearchSessionGuid=1ebfd769a166faa848cf6c71baf16a8d,-1
flat,Республика,real_estate_agent,sale,Ленинский,-1,5,5,-1,-1,26,6 м²,"28,1 м²",Новосибирск,-1,79137217806,4800000,,2, Станиславского,43.4,Площадь Маркса,https://novosibirsk.cian.ru/sale/flat/299498576/?mlSearchSessionGuid=1ebfd769a166faa848cf6c71baf16a8d,1972
flat,Созвездие Весов,real_estate_agent,sale,Советский,-1,5,5,-1,-1,11,8 м²,33 м²,Новосибирск,-1,79137269140,4800000,,2,Солнечногорская ,54.0,,https://novosibirsk.cian.ru/sale/flat/320643927/?mlSearchSessionGuid=1ebfd769a166faa848cf6c71baf16a8d,1993
flat,ЖИЛФОНД,real_estate_agent,sale,Заельцовский,-1,5,5,-1,-1,47,6 м²,30 м²,Новосибирск,-1,79861246675,4800000,,2, Дмитрия Донского,43.4,Заельцовская,https://novosibirsk.cian.ru/sale/flat/325166636/?mlSearchSessionGuid=1ebfd769a166faa848cf6c71baf16a8d,1963
flat,ЖИЛФОНД,real_estate_agent,sale,Ленинский,-1,4,5,-1,-1,78,"6,5 м²",25 м²,Новосибирск,-1,79024249070,4800000,,2, Пархоменко,44.5,Площадь Маркса,https://novosibirsk.cian.ru/sale/flat/326576488/?mlSearchSessionGuid=1ebfd769a166faa848cf6c71baf16a8d,1975
flat,ЖИЛФОНД,real_estate_agent,sale,Дзержинский,-1,4,5,-1,-1,53/1,6 м²,"30,8 м²",Новосибирск,-1,79390417160,4800000,,2, Есенина,46.4,Золотая Нива,https://novosibirsk.cian.ru/sale/flat/324971303/?mlSearchSessionGuid=1ebfd769a166faa848cf6c71baf16a8d,1965
flat,ЖИЛФОНД,real_estate_agent,sale,Ленинский,-1,5,5,-1,-1,6/1,"6,4 м²","27,6 м²",Новосибирск,-1,79942584715,4800000,,2,проспект Карла Маркса,45.7,Площадь Маркса,https://novosibirsk.cian.ru/sale/flat/321740352/?mlSearchSessionGuid=1ebfd769a166faa848cf6c71baf16a8d,1961
flat,ЖИЛФОНД,real_estate_agent,sale,Заельцовский,-1,5,5,-1,-1,49,6 м²,27 м²,Новосибирск,-1,79390411437,4800000,,2, Дмитрия Донского,42.3,Заельцовская,https://novosibirsk.cian.ru/sale/flat/326232615/?mlSearchSessionGuid=1ebfd769a166faa848cf6c71baf16a8d,1964
flat,ЖИЛФОНД,real_estate_agent,sale,Ленинский,-1,4,6,-1,-1,150/2,"9,5 м²","29,4 м²",Новосибирск,-1,79893051853,4800000,Дивногорский,2,Дивногорская ,51.4,Площадь Маркса,https://novosibirsk.cian.ru/sale/flat/324043081/?mlSearchSessionGuid=1ebfd769a166faa848cf6c71baf16a8d,2015
flat,ЖИЛФОНД,real_estate_agent,sale,Ленинский,-1,5,5,-1,-1,9,6 м²,"25,6 м²",Новосибирск,-1,79344759274,4800000,,2,Колхидская ,40.8,Площадь Маркса,https://novosibirsk.cian.ru/sale/flat/327075412/?mlSearchSessionGuid=1ebfd769a166faa848cf6c71baf16a8d,1975
flat,ЖИЛФОНД,real_estate_agent,sale,Советский,-1,4,4,-1,-1,35,7 м²,26 м²,Новосибирск,-1,79365421049,4800000,,2, Героев Труда,42.0,,https://novosibirsk.cian.ru/sale/flat/327075384/?mlSearchSessionGuid=1ebfd769a166faa848cf6c71baf16a8d,1962
flat,ВИЛИЯ,real_estate_agent,sale,Кировский,-1,16,17,-1,-1,2,9 м²,30 м²,Новосибирск,-1,79137519971,4800000,,2, Виктора Уса,50.0,Площадь Маркса,https://novosibirsk.cian.ru/sale/flat/321810172/?mlSearchSessionGuid=1ebfd769a166faa848cf6c71baf16a8d,2014
flat,Владис Центральное,real_estate_agent,sale,Кировский,-1,5,5,-1,-1,18,6 м²,"30,7 м²",Новосибирск,-1,79130134356,4800000,,2,Новогодняя ,42.0,Площадь Маркса,https://novosibirsk.cian.ru/sale/flat/327028129/?mlSearchSessionGuid=1ebfd769a166faa848cf6c71baf16a8d,1964
flat,Ключи,real_estate_agent,sale,Кировский,-1,11,24,-1,-1,54,11 м²,30 м²,Новосибирск,-1,79137522390,4830000,Новые Матрёшки,2, Бородина,56.0,Площадь Маркса,https://novosibirsk.cian.ru/sale/flat/326459687/?mlSearchSessionGuid=1ebfd769a166faa848cf6c71baf16a8d,2022
flat,МакроМир,real_estate_agent,sale,Советский,-1,1,4,-1,-1,1,7 м²,-1,Новосибирск,-1,79130182758,4800000,,2, Героев Труда,43.1,Речной вокзал,https://novosibirsk.cian.ru/sale/flat/323355194/?mlSearchSessionGuid=1ebfd769a166faa848cf6c71baf16a8d,1966
flat,Владис Центральное,real_estate_agent,sale,Кировский,-1,5,5,-1,-1,107,6 м²,29 м²,Новосибирск,-1,79130134356,4840000,,2, Зорге,44.0,Площадь Маркса,https://novosibirsk.cian.ru/sale/flat/326457489/?mlSearchSessionGuid=1ebfd769a166faa848cf6c71baf16a8d,1968
flat,АльянсРиэлт,real_estate_agent,sale,Кировский,-1,3,10,-1,-1,128/1,"8,1 м²","33,8 м²",Новосибирск,-1,79137330398,4800000,,2, Петухова,54.9,Площадь Маркса,https://novosibirsk.cian.ru/sale/flat/324399653/?mlSearchSessionGuid=1ebfd769a166faa848cf6c71baf16a8d,-1
flat,КЛЕВЕР,real_estate_agent,sale,Кировский,-1,5,9,-1,-1,39/1,"4,7 м²","28,1 м²",Новосибирск,-1,79138906358,4800000,,2,Вертковская ,43.4,Площадь Маркса,https://novosibirsk.cian.ru/sale/flat/311377507/?mlSearchSessionGuid=1ebfd769a166faa848cf6c71baf16a8d,1975
flat,Формула недвижимости,real_estate_agent,sale,Кировский,-1,1,5,-1,-1,5,"6,5 м²","24,8 м²",Новосибирск,-1,79137249425,4800000,,2, Комсомольская,43.9,Студенческая,https://novosibirsk.cian.ru/sale/flat/322050560/?mlSearchSessionGuid=1ebfd769a166faa848cf6c71baf16a8d,1979
flat,МакроМир,real_estate_agent,sale,Заельцовский,-1,2,5,-1,-1,394/1,6 м²,28 м²,Новосибирск,-1,79137214651,4890000,,2, Дуси Ковальчук,43.0,Заельцовская,https://novosibirsk.cian.ru/sale/flat/325918770/?mlSearchSessionGuid=1ebfd769a166faa848cf6c71baf16a8d,1966
flat,Владис Центральное,real_estate_agent,sale,Дзержинский,-1,9,9,-1,-1,29,7 м²,28 м²,Новосибирск,-1,79130134356,4850000,,2,Гусинобродское шоссе,43.0,Золотая Нива,https://novosibirsk.cian.ru/sale/flat/326540063/?mlSearchSessionGuid=1ebfd769a166faa848cf6c71baf16a8d,1978
flat,Rialtor Group,real_estate_agent,sale,Октябрьский,-1,3,10,-1,-1,43/1,7 м²,"37,6 м²",Новосибирск,-1,79137521856,4850000,,2, Татьяны Снежиной,57.0,Золотая Нива,https://novosibirsk.cian.ru/sale/flat/323207152/?mlSearchSessionGuid=1ebfd769a166faa848cf6c71baf16a8d,-1
flat,ЖИЛФОНД,real_estate_agent,sale,Первомайский,-1,3,3,-1,-1,20а,10 м²,20 м²,Новосибирск,-1,79318959202,4850000,,2, Марии Ульяновой,43.3,Спортивная,https://novosibirsk.cian.ru/sale/flat/325353549/?mlSearchSessionGuid=1ebfd769a166faa848cf6c71baf16a8d,1961
flat,Люди,real_estate_agent,sale,Октябрьский,-1,4,4,-1,-1,192,6 м²,29 м²,Новосибирск,-1,79134727387,4890000,,2, Бориса Богаткова,43.7,Золотая Нива,https://novosibirsk.cian.ru/sale/flat/324355306/?mlSearchSessionGuid=1ebfd769a166faa848cf6c71baf16a8d,-1
flat,Корона,real_estate_agent,sale,Ленинский,-1,1,10,-1,-1,62,10 м²,27 м²,Новосибирск,-1,79137759793,4850000,,2, Забалуева,50.4,Площадь Маркса,https://novosibirsk.cian.ru/sale/flat/324105811/?mlSearchSessionGuid=1ebfd769a166faa848cf6c71baf16a8d,1997
flat,Светлана Толмачева,realtor,sale,Ленинский,-1,1,6,-1,-1,9/1,5 м²,29 м²,Новосибирск,-1,79833211273,4890000,,2,Троллейная ,43.0,Площадь Маркса,https://novosibirsk.cian.ru/sale/flat/324343751/?mlSearchSessionGuid=1ebfd769a166faa848cf6c71baf16a8d,2005
flat,Владис Центральное,real_estate_agent,sale,Кировский,-1,3,5,-1,-1,138,10 м²,22 м²,Новосибирск,-1,79130134356,4850000,,2, Петухова,44.0,Площадь Маркса,https://novosibirsk.cian.ru/sale/flat/325020262/?mlSearchSessionGuid=1ebfd769a166faa848cf6c71baf16a8d,1975
flat,Планета,real_estate_agent,sale,Советский,-1,1,15,-1,-1,24/2,7 м²,28 м²,Новосибирск,-1,79133711566,4850000,Тихий берег,2,Приморская ,38.0,Студенческая,https://novosibirsk.cian.ru/sale/flat/302870496/?mlSearchSessionGuid=1ebfd769a166faa848cf6c71baf16a8d,2022
flat,НОВО-НСК,real_estate_agent,sale,Ленинский,-1,3,10,-1,-1,62,"8,5 м²","27,6 м²",Новосибирск,-1,79830063501,4850000,,2, Забалуева,47.9,Площадь Маркса,https://novosibirsk.cian.ru/sale/flat/321265190/?mlSearchSessionGuid=1ebfd769a166faa848cf6c71baf16a8d,1997
flat,ID 21450998,realtor,sale,Ленинский,-1,9,9,-1,-1,23,-1,-1,Новосибирск,-1,79130636513,4850000,,2,Киевская ,43.0,,https://novosibirsk.cian.ru/sale/flat/326932539/?mlSearchSessionGuid=1ebfd769a166faa848cf6c71baf16a8d,-1
flat,МакроМир,real_estate_agent,sale,Дзержинский,-1,3,22,-1,-1,120,10 м²,20 м²,Новосибирск,-1,79831323768,4900000,RedFox,2, Коминтерна,41.0,Золотая Нива,https://novosibirsk.cian.ru/sale/flat/326185374/?mlSearchSessionGuid=1ebfd769a166faa848cf6c71baf16a8d,-1
flat,1Е,real_estate_agent,sale,Заельцовский,-1,1,5,-1,-1,113/1,6 м²,"30,3 м²",Новосибирск,-1,79139838267,4900000,,2, Жуковского,45.0,Заельцовская,https://novosibirsk.cian.ru/sale/flat/321466491/?mlSearchSessionGuid=1ebfd769a166faa848cf6c71baf16a8d,1963
flat,ЖИЛФОНД,real_estate_agent,sale,Железнодорожный,-1,1,9,-1,-1,6/1,7 м²,"27,2 м²",Новосибирск,-1,79893053061,4900000,,2,Железнодорожная ,43.2,Площадь Гарина-Михайловского,https://novosibirsk.cian.ru/sale/flat/326553859/?mlSearchSessionGuid=1ebfd769a166faa848cf6c71baf16a8d,1983
flat,ЖИЛФОНД,real_estate_agent,sale,Калининский,-1,7,9,-1,-1,23,7 м²,"33,1 м²",Новосибирск,-1,79861243792,4900000,,2, Олеко Дундича,45.1,Березовая Роща,https://novosibirsk.cian.ru/sale/flat/326518342/?mlSearchSessionGuid=1ebfd769a166faa848cf6c71baf16a8d,1971
flat,ЖИЛФОНД,real_estate_agent,sale,Октябрьский,-1,2,4,-1,-1,194,"5,9 м²","28,5 м²",Новосибирск,-1,79344758420,4900000,,2, Бориса Богаткова,44.9,Золотая Нива,https://novosibirsk.cian.ru/sale/flat/326310600/?mlSearchSessionGuid=1ebfd769a166faa848cf6c71baf16a8d,1962
flat,ЖИЛФОНД,real_estate_agent,sale,Первомайский,-1,13,17,-1,-1,1/10,10 м²,35 м²,Новосибирск,-1,79365424459,4900000,Берёзовое,2, Одоевского,55.0,Речной вокзал,https://novosibirsk.cian.ru/sale/flat/325763020/?mlSearchSessionGuid=1ebfd769a166faa848cf6c71baf16a8d,2011
flat,ЛЕГКО,real_estate_agent,sale,Калининский,-1,5,5,-1,-1,27/2,6 м²,30 м²,Новосибирск,-1,79132026033,4900000,,2, Олеко Дундича,43.0,Березовая Роща,https://novosibirsk.cian.ru/sale/flat/326616366/?mlSearchSessionGuid=1ebfd769a166faa848cf6c71baf16a8d,1970
flat,Rialtor Group,real_estate_agent,sale,Дзержинский,-1,9,9,-1,-1,7,7 м²,27 м²,Новосибирск,-1,79137128664,4900000,,2, Адриена Лежена,43.0,Золотая Нива,https://novosibirsk.cian.ru/sale/flat/326702462/?mlSearchSessionGuid=1ebfd769a166faa848cf6c71baf16a8d,1973
flat,Владис Центральное,real_estate_agent,sale,Ленинский,-1,5,5,-1,-1,18,6 м²,28 м²,Новосибирск,-1,79130134356,4900000,,2, Немировича-Данченко,44.0,Площадь Маркса,https://novosibirsk.cian.ru/sale/flat/326541699/?mlSearchSessionGuid=1ebfd769a166faa848cf6c71baf16a8d,1965
flat,Владис Центральное,real_estate_agent,sale,Советский,-1,5,9,-1,-1,15,8 м²,"27,4 м²",Новосибирск,-1,79130134356,4900000,,2, Экваторная,48.1,Речной вокзал,https://novosibirsk.cian.ru/sale/flat/323759916/?mlSearchSessionGuid=1ebfd769a166faa848cf6c71baf16a8d,1990
flat,Владис Центральное,real_estate_agent,sale,Дзержинский,-1,4,4,-1,-1,77,"7,9 м²","31,6 м²",Новосибирск,-1,79130134356,4900000,,2,проспект Дзержинского,59.2,Березовая Роща,https://novosibirsk.cian.ru/sale/flat/326460275/?mlSearchSessionGuid=1ebfd769a166faa848cf6c71baf16a8d,1957
flat,PRO Недвижимость,real_estate_agent,sale,Ленинский,-1,13,17,-1,-1,125,-1,-1,Новосибирск,-1,79133805937,4900000,Софийский Квартал,2,Вертковская ,47.1,Площадь Маркса,https://novosibirsk.cian.ru/sale/flat/316699015/?mlSearchSessionGuid=1ebfd769a166faa848cf6c71baf16a8d,2022
flat,Юрстатус,real_estate_agent,sale,Октябрьский,-1,8,10,-1,-1,26/1,6 м²,20 м²,Новосибирск,-1,79137213434,4900000,,2, Ключ-Камышенское плато,37.2,Речной вокзал,https://novosibirsk.cian.ru/sale/flat/321609695/?mlSearchSessionGuid=1ebfd769a166faa848cf6c71baf16a8d,2013
flat,Недвижимость Новосибирска-НН,real_estate_agent,sale,Калининский,-1,2,5,-1,-1,41,6 м²,29 м²,Новосибирск,-1,79831321853,4900000,,2,Танковая ,45.1,Березовая Роща,https://novosibirsk.cian.ru/sale/flat/313835780/?mlSearchSessionGuid=1ebfd769a166faa848cf6c71baf16a8d,1963
flat,ЖИЛФОНД,real_estate_agent,sale,Ленинский,-1,1,5,-1,-1,12/1,"5,8 м²","27,4 м²",Новосибирск,-1,79390418478,4990000,,2,проспект Карла Маркса,39.8,Студенческая,https://novosibirsk.cian.ru/sale/flat/326304345/?mlSearchSessionGuid=1ebfd769a166faa848cf6c71baf16a8d,1961
flat,ЖИЛФОНД,real_estate_agent,sale,Дзержинский,-1,4,5,-1,-1,231,6 м²,"25,5 м²",Новосибирск,-1,79390419605,4999000,,2, Гоголя,44.2,Березовая Роща,https://novosibirsk.cian.ru/sale/flat/327110141/?mlSearchSessionGuid=1ebfd769a166faa848cf6c71baf16a8d,1960
flat,ЖИЛФОНД,real_estate_agent,sale,Ленинский,-1,3,5,-1,-1,2,"9,8 м²","29,1 м²",Новосибирск,-1,79942584912,4950000,,2, Станиславского,56.7,Площадь Маркса,https://novosibirsk.cian.ru/sale/flat/324647586/?mlSearchSessionGuid=1ebfd769a166faa848cf6c71baf16a8d,1953
flat,ЖИЛФОНД,real_estate_agent,sale,Советский,-1,1,4,-1,-1,1,"5,9 м²",-1,Новосибирск,-1,79337835221,4999000,,2, Героев Труда,43.0,Речной вокзал,https://novosibirsk.cian.ru/sale/flat/320363341/?mlSearchSessionGuid=1ebfd769a166faa848cf6c71baf16a8d,1966
flat,Владис Центральное,real_estate_agent,sale,Дзержинский,-1,1,5,-1,-1,247,"5,3 м²","30,8 м²",Новосибирск,-1,79130134356,4980000,,2, Бориса Богаткова,43.4,Золотая Нива,https://novosibirsk.cian.ru/sale/flat/324460475/?mlSearchSessionGuid=1ebfd769a166faa848cf6c71baf16a8d,1967
flat,КВАРТЭН,real_estate_agent,sale,Железнодорожный,-1,1,5,-1,-1,28,6 м²,27 м²,Новосибирск,-1,79130635614,4990000,,2,Сибирская ,44.0,Площадь Гарина-Михайловского,https://novosibirsk.cian.ru/sale/flat/325119426/?mlSearchSessionGuid=1ebfd769a166faa848cf6c71baf16a8d,-1
flat,Сибирь Ипотека,real_estate_agent,sale,Октябрьский,-1,10,10,-1,-1,46/1,8 м²,"36,1 м²",Новосибирск,-1,79139079371,4950000,Плющихинский,2, Татьяны Снежиной,61.5,Золотая Нива,https://novosibirsk.cian.ru/sale/flat/325723722/?mlSearchSessionGuid=1ebfd769a166faa848cf6c71baf16a8d,2011
flat,Квартирный портал,real_estate_agent,sale,Октябрьский,-1,2,3,-1,-1,24/2,"10,3 м²",30 м²,Новосибирск,-1,79137269354,4997000,,2,1-я Родниковая ,55.0,Спортивная,https://novosibirsk.cian.ru/sale/flat/315431727/?mlSearchSessionGuid=1ebfd769a166faa848cf6c71baf16a8d,-1
